Gene.symbol
ABCC3
ABI1
ABL1
ABL2
ABLIM1
ABRAXAS1
ACACA
ACE
ACER1
ACKR3
ACSBG1
ACSL3
ACSL6
ACVR1B
ACVR1C
ACVR2A
ADD3
ADGRA2
ADGRG7
ADM
AFDN
AFF1
AFF3
AFF4
AGR3
AHCYL1
AHI1
AHR
AHRR
AIP
AK2
AK5
AKAP12
AKAP6
AKAP9
AKR1C3
AKT1
AKT2
AKT3
ALDH1A1
ALDH2
ALDOC
ALK
AMER1
AMH
ANGPT1
ANKRD26
ANKRD28
ANLN
APC
APH1A
APLP2
APOD
AR
ARAF
ARFRP1
ARHGAP20
ARHGAP26
ARHGEF12
ARHGEF7
ARID1A
ARID2
ARIH2
ARL6IP5
ARNT
ARRDC4
ASMTL
ASPH
ASPSCR1
ASTN2
ASXL1
ATF1
ATF3
ATG13
ATG5
ATIC
ATL1
ATM
ATP1B4
ATP8A2
ATR
ATRNL1
ATRX
AURKA
AURKB
AUTS2
AXIN1
AXL
BACH1
BACH2
BAG4
BAIAP2L1
BAP1
BARD1
BAX
BAZ2A
BCAS3
BCAS4
BCL10
BCL11A
BCL11B
BCL2
BCL2A1
BCL2L1
BCL2L2
BCL3
BCL6
BCL7A
BCL9
BCOR
BCORL1
BCR
BDNF
BHLHE22
BICC1
BIN1
BIRC3
BIRC6
BLM
BMP4
BMPR1A
BRAF
BRCA1
BRCA2
BRD1
BRD3
BRD4
BRIP1
BRSK1
BRWD3
BTBD18
BTG1
BTG2
BTK
BTLA
BUB1B
C11ORF1
C11ORF54
C11ORF95
C2CD2L
CACNA1F
CACNA1G
CACNA2D3
CAD
CALR
CAMK2A
CAMK2B
CAMK2G
CAMTA1
CANT1
CAPRIN1
CAPZB
CARD11
CARM1
CARMIL2
CARS
CASP3
CASP7
CASP8
CAV1
CBFA2T3
CBFB
CBL
CBLB
CBLC
CCAR2
CCDC28A
CCDC6
CCDC88C
CCK
CCL2
CCNA2
CCNB1IP1
CCNB3
CCND1
CCND2
CCND3
CCNE1
CCNG1
CCT6B
CD19
CD22
CD274
CD28
CD36
CD44
CD58
CD70
CD74
CD79A
CD79B
CD8A
CDC14A
CDC14B
CDC25A
CDC25C
CDC42
CDC73
CDH1
CDH11
CDK1
CDK12
CDK2
CDK4
CDK5RAP2
CDK6
CDK7
CDK8
CDK9
CDKL5
CDKN1A
CDKN1B
CDKN1C
CDKN2A
CDKN2B
CDKN2C
CDKN2D
CDX1
CDX2
CEBPA
CEBPB
CEBPD
CEBPE
CENPF
CENPU
CEP170B
CEP57
CEP85L
CHCHD7
CHD2
CHD6
CHEK1
CHEK2
CHIC2
CHL1
CHMP2B
CHN1
CHST11
CHUK
CIC
CIITA
CIP2A
CIT
CKB
CKS1B
CLP1
CLTA
CLTC
CLTCL1
CMKLR1
CNBP
CNOT2
CNTN1
CNTRL
COG5
COL11A1
COL1A1
COL1A2
COL3A1
COL6A3
COL9A3
COMMD1
COX6C
CPNE1
CPS1
CPSF6
CRADD
CREB1
CREB3L1
CREB3L2
CREBBP
CRKL
CRLF2
CRTC1
CRTC3
CSF1
CSF1R
CSF3
CSF3R
CSNK1G2
CSNK2A1
CTCF
CTDSP2
CTLA4
CTNNA1
CTNNB1
CTNND2
CTRB1
CTSA
CUL4A
CUL4B
CUX1
CXCL8
CXCR4
CXXC4
CYFIP2
CYLD
CYP1B1
CYP2C19
DAB2IP
DACH1
DACH2
DAXX
DCLK2
DCN
DDB2
DDIT3
DDR2
DDX10
DDX20
DDX39B
DDX3X
DDX41
DDX5
DDX6
DEK
DGKB
DGKI
DGKZ
DICER1
DIRAS3
DIS3L2
DKK1
DKK2
DKK4
DLEC1
DLL1
DLL3
DLL4
DMRT1
DMRTA2
DNAJB1
DNM1
DNM2
DNM3
DNMT1
DNMT3A
DOCK1
DOT1L
DPEP3
DPM1
DPYD
DST
DTX1
DTX4
DUSP2
DUSP22
DUSP26
DUSP9
E2F1
EBF1
ECT2L
EDIL3
EDNRB
EED
EEFSEC
EGF
EGFR
EGR1
EGR2
EGR3
EGR4
EIF4A2
EIF4E
ELF4
ELK4
ELL
ELN
ELOVL2
ELP2
EML1
EML4
EMSY
ENPP2
EP300
EP400
EPC1
EPCAM
EPHA10
EPHA2
EPHA3
EPHA5
EPHA7
EPHB1
EPHB6
EPO
EPOR
EPS15
ERBB2
ERBB3
ERBB4
ERC1
ERCC1
ERCC2
ERCC3
ERCC4
ERCC5
ERCC6
ERG
ERLIN2
ESR1
ETS1
ETS2
ETV1
ETV4
ETV5
ETV6
EWSR1
EXO1
EXOSC6
EXT1
EXT2
EYA1
EYA2
EZH2
EZR
FAF1
FAM19A2
FAM19A5
FANCA
FANCB
FANCC
FANCD2
FANCE
FANCF
FANCG
FANCI
FANCL
FANCM
FAS
FASLG
FBN2
FBXO11
FBXO31
FBXW7
FCGBP
FCGR2B
FCRL4
FEN1
FEV
FGF1
FGF10
FGF13
FGF14
FGF19
FGF2
FGF23
FGF3
FGF4
FGF5
FGF6
FGF7
FGF8
FGF9
FGFR1
FGFR1OP
FGFR1OP2
FGFR2
FGFR3
FGFR4
FH
FHIT
FHL2
FIP1L1
FLCN
FLI1
FLNA
FLNC
FLT1
FLT3
FLT3LG
FLT4
FLYWCH1
FNBP1
FOS
FOSB
FOSL1
FOXL2
FOXO1
FOXO3
FOXO4
FOXP1
FRK
FRMPD4
FRS2
FRYL
FSTL3
FUS
FUT1
FZD10
FZD2
FZD3
FZD6
FZD7
FZD8
GAB1
GABRG2
GADD45B
GANAB
GAS1
GAS5
GAS7
GATA1
GATA2
GATA3
GATA6
GBP2
GDF6
GEN1
GFAP
GHR
GID4
GIT2
GLI1
GLI2
GLI3
GMPS
GNA11
GNA12
GNA13
GNAI1
GNAQ
GNAS
GNG4
GOLGA5
GOPC
GOSR1
GOT1
GPC3
GPHN
GPR34
GRB10
GRB2
GRHPR
GRID1
GRIN2A
GRIN2B
GRM1
GRM3
GSK3B
GSN
GTF2I
GTSE1
H2AFX
H3F3A
HAS2
HDAC1
HDAC2
HDAC3
HDAC4
HDAC5
HDAC6
HDAC7
HECW1
HEPH
HERPUD1
HES1
HES5
HEY1
HGF
HHEX
HIF1A
HIP1
HIPK1
HIPK2
HIST1H1C
HIST1H1D
HIST1H1E
HIST1H2AC
HIST1H2AG
HIST1H2AL
HIST1H2AM
HIST1H2BC
HIST1H2BJ
HIST1H2BK
HIST1H2BO
HIST1H3B
HIST1H4I
HLF
HMGA1
HMGA2
HMGB1
HMGN2P46
HNF1A
HNRNPA2B1
HOOK3
HOXA10
HOXA11
HOXA13
HOXA3
HOXA9
HOXC11
HOXC13
HOXD11
HOXD13
HOXD9
HRAS
HSP90AA1
HSP90AB1
HSPA1A
HSPA2
HSPA4
HSPA5
HTRA1
HUWE1
IBSP
ICAM1
ICK
ID1
ID3
ID4
IDH1
IDH2
IFNG
IFRD1
IGF1
IGF1R
IGFBP2
IGFBP3
IKBKB
IKBKE
IKZF1
IKZF2
IKZF3
IL12RB2
IL13
IL13RA2
IL15
IL1B
IL1R1
IL1RAP
IL2
IL21R
IL2RA
IL3
IL6
IL7R
INHBA
INPP4A
INPP4B
INPP5A
INPP5D
IQCG
IRF1
IRF2BP2
IRF4
IRF8
IRS1
IRS2
IRS4
ITGA5
ITGA7
ITGA8
ITGAV
ITGB3
ITK
ITPKA
JAG2
JAK1
JAK2
JAK3
JARID2
JAZF1
JUN
KALRN
KANK1
KAT2B
KAT6A
KAT6B
KCNB1
KDM1A
KDM2B
KDM4C
KDM5A
KDM5C
KDM6A
KDR
KDSR
KEAP1
KIAA0232
KIAA1549
KIF5B
KIT
KLF4
KLHL6
KLK2
KLK7
KMT2A
KMT2B
KMT2C
KMT2D
KNL1
KNSTRN
KPNB1
KRAS
KSR1
KTN1
LAMA1
LAMA5
LAMP2
LASP1
LCK
LCP1
LEF1
LEFTY2
LFNG
LGALS3
LGR5
LHFPL6
LHX2
LHX4
LIFR
LINC00598
LINC00982
LINC01565
LINGO2
LMBRD1
LMO1
LMO2
LMO7
LNP1
LOX
LPAR1
LPP
LPXN
LRIG3
LRMP
LRP1B
LRP5
LRPPRC
LRRC37B
LRRC59
LRRC7
LRRK2
LTBP1
LYL1
LYN
MACROD1
MAD2L1
MADD
MAF
MAFB
MAGED1
MAGEE1
MAGOH
MALAT1
MALT1
MAML1
MAML2
MAP2
MAP2K1
MAP2K2
MAP2K3
MAP2K4
MAP2K5
MAP2K6
MAP2K7
MAP3K1
MAP3K14
MAP3K6
MAP3K7
MAPK1
MAPK3
MAPK8
MAPK8IP2
MAPK9
MAPRE1
MATK
MAX
MB21D2
MBNL1
MBTD1
MCL1
MDC1
MDH1
MDM2
MDM4
MDS2
MEAF6
MECOM
MED12
MEF2B
MEF2C
MEF2D
MELK
MEN1
MET
METTL18
METTL7B
MFNG
MGMT
MIB1
MIPOL1
MITF
MKI67
MLF1
MLH1
MLH3
MLLT1
MLLT10
MLLT11
MLLT3
MLLT6
MMP7
MMP9
MN1
MNAT1
MNX1
MPL
MRE11
MRTFA
MRTFB
MSH2
MSH3
MSH6
MSI2
MSN
MST1R
MTCP1
MTOR
MTUS2
MUC1
MUTYH
MYB
MYBL1
MYC
MYCL
MYCN
MYD88
MYH11
MYH9
MYO18A
MYO1F
NAB2
NACA
NAPA
NAV3
NBEAP1
